2025-09-25 19:17:19 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-27 15:03:00 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_system_control"}
2025-09-27 15:03:03 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: main | Context:{"callback_data": "main_menu"}
2025-09-27 15:03:06 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-27 15:03:09 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-27 15:03:12 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 15:03:17 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: create | Context:{"callback_data": "create_fast_link_17"}
2025-09-27 15:03:24 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: copy | Context:{"callback_data": "copy_fast_link_HPNTb-nY8O9r"}
2025-09-27 15:03:32 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_link_info_HPNTb-nY8O9r"}
2025-09-27 15:03:40 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-27 15:03:42 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-27 15:03:44 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 15:03:48 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: create | Context:{"callback_data": "create_fast_link_17"}
2025-09-27 15:03:54 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: copy | Context:{"callback_data": "copy_fast_link_FOntemV7pkD4"}
2025-09-27 15:03:57 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_link_info_FOntemV7pkD4"}
2025-09-27 15:04:02 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-27 15:04:05 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-27 15:04:09 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 15:04:15 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_file_links_17"}
2025-09-27 15:04:21 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-27 15:04:25 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 15:04:33 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: create | Context:{"callback_data": "create_stream_link_17"}
2025-09-27 15:04:37 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: copy | Context:{"callback_data": "copy_stream_link_H70qpRSWTwZ2"}
2025-09-27 15:04:44 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_link_info_H70qpRSWTwZ2"}
2025-09-27 20:35:52 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-27 20:35:54 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-27 20:35:56 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 20:35:58 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: create | Context:{"callback_data": "create_fast_link_17"}
2025-09-27 20:36:02 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: copy | Context:{"callback_data": "copy_fast_link_nZRru5iYJXaD"}
2025-09-27 20:36:06 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_system_control"}
2025-09-27 20:36:09 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: main | Context:{"callback_data": "main_menu"}
2025-09-27 20:36:11 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-27 20:36:12 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-27 20:36:14 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 20:36:16 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: create | Context:{"callback_data": "create_stream_link_17"}
2025-09-27 20:36:20 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: copy | Context:{"callback_data": "copy_stream_link_EPB2B9huYi90"}
2025-09-27 20:36:22 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_link_info_EPB2B9huYi90"}
2025-09-27 20:36:27 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-27 20:36:28 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-27 20:36:30 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 20:36:33 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_file_links_17"}
2025-09-27 20:36:35 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-27 20:36:37 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 20:36:40 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_file_links_17"}
2025-09-27 20:36:43 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_file_links_17"}
2025-09-27 20:36:48 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-27 20:36:50 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-27 20:36:51 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 20:36:55 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: create | Context:{"callback_data": "create_fast_link_17"}
2025-09-27 20:36:58 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: copy | Context:{"callback_data": "copy_fast_link_6N6xhwo0GiqJ"}
2025-09-27 20:37:00 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_link_info_6N6xhwo0GiqJ"}
2025-09-27 20:56:15 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-27 20:56:17 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-27 20:56:19 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 20:56:23 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_file_links_17"}
2025-09-27 20:56:45 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: page | Context:{"callback_data": "page_info"}
2025-09-27 20:56:47 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: page | Context:{"callback_data": "page_info"}
2025-09-27 20:58:58 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-27 20:59:00 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 20:59:05 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_all_download_links"}
2025-09-27 20:59:07 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: main | Context:{"callback_data": "main_menu"}
2025-09-27 20:59:10 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-27 20:59:12 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-27 20:59:13 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 20:59:15 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_file_links_17"}
2025-09-28 05:28:51 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-28 05:28:52 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-28 05:28:54 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-28 05:28:58 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_file_links_17"}
2025-09-28 05:33:27 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-28 05:33:30 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-28 05:33:32 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: create | Context:{"callback_data": "create_fast_link_17"}
2025-09-28 05:33:35 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: copy | Context:{"callback_data": "copy_fast_link_QbCNxXgMpdVG"}
2025-09-28 05:33:36 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_link_info_QbCNxXgMpdVG"}
2025-09-28 05:34:37 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-28 05:34:39 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-28 05:34:40 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-28 05:34:43 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_all_download_links"}
2025-09-28 05:40:15 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-28 05:40:17 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-28 05:40:18 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-28 05:40:23 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_all_download_links"}
2025-09-28 05:40:27 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-28 05:40:29 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-28 05:40:30 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-28 05:40:32 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_file_links_17"}
2025-09-28 05:40:39 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_file_links_17_1"}
2025-09-28 05:40:41 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_file_links_17_2"}
2025-09-28 05:40:48 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: delete | Context:{"callback_data": "delete_download_link_S_-Ullk_Z_ru"}
2025-09-28 05:40:54 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_system_control"}
2025-09-28 05:40:57 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: main | Context:{"callback_data": "main_menu"}
2025-09-28 05:40:59 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-28 05:41:00 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-28 05:41:02 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-28 05:41:04 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_file_links_17"}
2025-09-28 05:41:11 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: delete | Context:{"callback_data": "delete_download_link_QbCNxXgMpdVG"}
2025-09-28 05:41:13 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_system_control"}
2025-09-28 05:41:16 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: main | Context:{"callback_data": "main_menu"}
2025-09-28 05:41:17 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-28 05:41:19 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-28 05:41:20 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-28 05:41:23 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_file_links_17"}
2025-09-28 05:41:26 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_file_links_17_1"}
2025-09-28 05:41:29 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: delete | Context:{"callback_data": "delete_download_link_FOntemV7pkD4"}
2025-09-28 05:41:32 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_system_control"}
2025-09-28 05:41:34 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: main | Context:{"callback_data": "main_menu"}
2025-09-28 05:41:36 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-28 05:41:37 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-28 05:41:39 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-28 05:41:41 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_file_links_17"}
2025-09-28 05:41:42 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_file_links_17_1"}
2025-09-28 05:41:44 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_file_links_17_2"}
2025-09-28 05:41:47 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: delete | Context:{"callback_data": "delete_download_link_HPNTb-nY8O9r"}
2025-09-28 05:41:49 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_system_control"}
2025-09-28 05:41:52 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_all_download_links"}
2025-09-28 05:42:23 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: main | Context:{"callback_data": "main_menu"}
2025-09-28 05:42:25 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-28 05:42:27 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-28 05:42:28 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-28 09:08:50 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-28 09:08:52 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-28 09:08:54 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-28 09:08:57 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_file_links_17"}
2025-09-28 09:09:01 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: delete | Context:{"callback_data": "delete_download_link_QbCNxXgMpdVG"}
2025-09-28 09:09:03 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_system_control"}
2025-09-28 09:09:11 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: main | Context:{"callback_data": "main_menu"}
2025-09-28 09:09:14 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-28 09:09:15 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-28 09:09:17 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-28 09:09:21 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_file_links_17"}
2025-09-28 09:09:26 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: delete | Context:{"callback_data": "delete_download_link_EPB2B9huYi90"}
2025-09-28 09:09:30 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_system_control"}
2025-09-28 09:09:34 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: main | Context:{"callback_data": "main_menu"}
2025-09-28 09:09:36 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-28 09:09:37 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-28 09:09:39 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-28 09:09:42 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_all_download_links"}
2025-09-28 09:09:50 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_all_download_links_1"}
2025-09-28 09:09:52 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_all_download_links_2"}
2025-09-28 09:09:53 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_all_download_links_3"}
2025-09-28 09:09:54 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_all_download_links_4"}
2025-09-28 09:09:55 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_all_download_links_5"}
2025-09-28 09:09:56 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_all_download_links_6"}
2025-09-28 09:09:58 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_all_download_links_7"}
2025-09-28 09:10:01 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: delete | Context:{"callback_data": "delete_download_link_L1TrHLSlopwn"}
2025-09-28 09:10:03 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_system_control"}
2025-09-28 09:10:09 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: main | Context:{"callback_data": "main_menu"}
2025-09-28 09:10:11 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-28 09:10:12 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-28 09:10:14 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-28 09:10:18 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_all_download_links"}
2025-09-28 09:10:20 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_stats"}
2025-09-28 09:10:35 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_system_control"}
2025-09-28 09:10:39 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: api | Context:{"callback_data": "api_settings"}
2025-09-28 09:10:41 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: test | Context:{"callback_data": "test_api_connection"}
2025-09-28 09:10:46 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_system_control"}
2025-09-28 09:10:49 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: api | Context:{"callback_data": "api_settings"}
2025-09-28 09:10:51 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: api | Context:{"callback_data": "api_statistics"}
2025-09-28 09:10:53 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: api | Context:{"callback_data": "api_settings"}
2025-09-28 09:10:54 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: advanced | Context:{"callback_data": "advanced_api_settings"}
2025-09-28 09:10:56 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: main | Context:{"callback_data": "main_menu"}
2025-09-28 09:10:59 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-28 09:11:02 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: cat | Context:{"callback_data": "cat_1"}
2025-09-28 09:11:03 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_system_control"}
2025-09-28 09:11:04 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: api | Context:{"callback_data": "api_settings"}
2025-09-28 09:11:06 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: api | Context:{"callback_data": "api_logs"}
2025-09-28 09:11:08 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: main | Context:{"callback_data": "main_menu"}
2025-09-28 09:11:10 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_system_control"}
2025-09-28 09:11:11 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: api | Context:{"callback_data": "api_settings"}
2025-09-28 09:11:16 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_system_control"}
2025-09-28 09:11:19 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_system_control"}
2025-09-28 09:11:21 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: token | Context:{"callback_data": "token_management"}
2025-09-28 09:11:24 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: view | Context:{"callback_data": "view_all_tokens"}
